,Socket,Foundry,Process Size: ,Transistors,Die Size,Package,tJMax,Market,Production Status,Release Date,Part#,Frequency,Turbo Clock,Base Clock,Multiplier,Multiplier Unlocked,TDP,Codename,Generation,Memory Support,LPDDR4x Speed,Rated Speed,Memory Bus,ECC Memory,PCI-Express,# of Cores,# of Threads,SMP # CPUs: ,Integrated Graphics,Cache L1,Cache L2,Cache L3,LPDDR5 Speed,P-Core Base,E-Core Frequency,Configurable TDP,LPDDR5x Speed,Hybrid Cores,I/O Process Size,I/O Die Size,XDNA NPU,PPT,3D V-Cache,E-Core L1,E-Core L2,Chipset,Launch Price,DDR4 Speed,SoC Tile Process,I/O Tile Process,Graphics Tile Process,LP E-Core Boost,AI Boost NPU,Maximum Power,Secondary PCIe,LP E-Cores,Tertiary PCIe,Minimum Power,PL1,PL2,DDR5 Speed,PCH PCIe,Min. Assured Freq.,Max. Assured Freq.,tCaseMax,P-Core Boost 3.0,PL2 Tau Limit,Chipsets,Retail Availability,Bundled Cooler,E-Core L3,Maximum Memory,AI Boost NPU 4,Max Power,Packaged Memory,Memory Capacity,Cache L0-D,TDP-up Frequency,All-Core Turbo,Configurable TDP-up,Boost 3.0,TDP-down Frequency,Configurable TDP-down,LPDDR4 Speed,Base Die Process,Base Die Transistors,Base Die Size,All Core Turbo,Bus Speed,TDP-Down Freq.,LPDDR3 Speed,TDP-Down Frequency,MSRP,TDP Range,eDRAM Process Size,eDRAM Die Size,Cache L4,TDP-Up Freq.,TDP-down,Radeon Graphics Die Size,Dedicated Graphics,DDR3L Speed,DMI Bus Speed,Voltage,Core Pipeline,Announcement
149,AMD Socket FP6,TSMC,7 nm,"10,700 million",180 mm²,FC-BGA1140,95°C,Mobile,Active,"Jan 6th, 2022",100-000000586,2.7 GHz,up to 4.1 GHz,100 MHz,27.0x,No,15 W,Barcelo,Ryzen 3,DDR4,4267 MT/s,3200 MT/s,Dual-channel,Yes,"Gen 3, 16 Lanes",4,8,1,Radeon Vega 6,64 KB (per core),512 KB (per core),8 MB (shared),,,,25W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,AMD Socket FP6,TSMC,6 nm,,100 mm²,FP6,95°C,Mobile,Active,"Sep 20th, 2022",100-000000676,2.4 GHz,up to 4.1 GHz,100 MHz,24.0x,No,15 W,Mendocino,Ryzen 3,DDR5,,,Dual-channel,No,"Gen 3, 4 Lanes",4,8,1,Radeon 610M,64 KB (per core),512 KB (per core),4 MB (shared),5500 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,AMD Socket FP6,TSMC,7 nm,"10,700 million",180 mm²,FC-BGA1140,95°C,Mobile,Active,"Apr 19th, 2022",100-000000587,2.7 GHz,up to 4.1 GHz,100 MHz,27.0x,No,15 W,Cezanne-U,Ryzen 3,DDR4,4267 MT/s,3200 MT/s,Dual-channel,No,"Gen 3, 8 Lanes",4,8,1,Radeon Vega 6,64 KB (per core),512 KB (per core),8 MB (shared),,,,25W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,AMD Socket FP6,TSMC,7 nm,"10,700 million",180 mm²,FC-BGA1140,95°C,Mobile,Active,"May 5th, 2022",100-000000xxx,2.3 GHz,up to 4.3 GHz,100 MHz,23.0x,No,15 W,Cezanne-U,Ryzen 5,DDR4,4267 MT/s,3200 MT/s,Dual-channel,No,"Gen 3, 8 Lanes",6,12,1,Radeon Vega 7,64 KB (per core),512 KB (per core),16 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,AMD Socket FP6,TSMC,7 nm,"10,700 million",180 mm²,FC-BGA1140,95°C,Mobile,Active,"Jan 6th, 2022",100-000000583,2.3 GHz,up to 4.3 GHz,100 MHz,23.0x,No,15 W,Barcelo,Ryzen 5,DDR4,4267 MT/s,3200 MT/s,Dual-channel,Yes,"Gen 3, 16 Lanes",6,12,1,Radeon Vega 7,64 KB (per core),512 KB (per core),16 MB (shared),,,,25W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,AMD Socket FP7,TSMC,6 nm,,208 mm²,"FP7, FP7r2",95°C,Mobile,Active,Jan 2022,100-000000546,3.3 GHz,up to 4.5 GHz,100 MHz,33.0x,No,45 W,Rembrandt,Ryzen 5,DDR5,,4800 MT/s,Dual-channel,No,"Gen 4, 20 Lanes",6,12,1,Radeon 660M,64 KB (per core),512 KB (per core),16 MB (shared),6400 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,AMD Socket FP7,TSMC,6 nm,,208 mm²,"FP7, FP7r2",95°C,Mobile,Active,Jan 2022,100-000000546,3.3 GHz,up to 4.5 GHz,100 MHz,33.0x,No,35 W,Rembrandt,Ryzen 5,DDR5,,4800 MT/s,Dual-channel,No,"Gen 4, 20 Lanes",6,12,1,Radeon 660M,64 KB (per core),512 KB (per core),16 MB (shared),6400 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,AMD Socket FP7,TSMC,6 nm,,208 mm²,"FP7, FP7r2",95°C,Mobile,Active,Jan 2022,100-000000536,2.9 GHz,up to 4.5 GHz,100 MHz,29.0x,No,15 W,Rembrandt,Ryzen 5,DDR5,,4800 MT/s,Dual-channel,No,"Gen 4, 20 Lanes",6,12,1,Radeon 660M,64 KB (per core),512 KB (per core),16 MB (shared),6400 MT/s,,,28W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,AMD Socket FP6,TSMC,6 nm,,100 mm²,FP6,95°C,Mobile,Active,"Sep 20th, 2022",100-000000770,2.8 GHz,up to 4.3 GHz,100 MHz,28.0x,No,15 W,Mendocino,Ryzen 5,DDR5,,,Dual-channel,No,"Gen 3, 4 Lanes",4,8,1,Radeon 610M,64 KB (per core),512 KB (per core),4 MB (shared),5500 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,AMD Socket FP6,TSMC,7 nm,"10,700 million",180 mm²,FC-BGA1140,95°C,Mobile,Active,"Apr 19th, 2022",100-000000584,2.3 GHz,up to 4.3 GHz,100 MHz,23.0x,No,15 W,Cezanne-U,Ryzen 5,DDR4,4267 MT/s,3200 MT/s,Dual-channel,No,"Gen 3, 8 Lanes",6,12,1,Radeon Vega 7,64 KB (per core),512 KB (per core),16 MB (shared),,,,25W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,AMD Socket FP7,TSMC,6 nm,,208 mm²,"FP7, FP7r2",95°C,Mobile,Active,"Apr 19th, 2022",100-000000543,3.3 GHz,up to 4.5 GHz,100 MHz,33.0x,No,45 W,Rembrandt,Ryzen 5,DDR5,,4800 MT/s,Dual-channel,No,"Gen 4, 20 Lanes",6,12,1,Radeon 660M,64 KB (per core),512 KB (per core),16 MB (shared),6400 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,AMD Socket FP7,TSMC,6 nm,,208 mm²,"FP7, FP7r2",95°C,Mobile,Active,"Apr 19th, 2022",100-000000543,3.3 GHz,up to 4.5 GHz,100 MHz,33.0x,No,35 W,Rembrandt,Ryzen 5,DDR5,,4800 MT/s,Dual-channel,No,"Gen 4, 20 Lanes",6,12,1,Radeon 660M,64 KB (per core),512 KB (per core),16 MB (shared),6400 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,AMD Socket FP7,TSMC,6 nm,,208 mm²,"FP7, FP7r2",95°C,Mobile,Active,"Apr 19th, 2022",100-000000539,2.9 GHz,up to 4.5 GHz,100 MHz,29.0x,No,15 W,Rembrandt,Ryzen 5,DDR5,,4800 MT/s,Dual-channel,No,"Gen 4, 20 Lanes",6,12,1,Radeon 660M,64 KB (per core),512 KB (per core),16 MB (shared),6400 MT/s,,,28W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,AMD Socket FP6,TSMC,7 nm,"10,700 million",180 mm²,FC-BGA1140,95°C,Mobile,Active,"May 5th, 2022",100-000000xxx,2000 MHz,up to 4.5 GHz,100 MHz,20.0x,No,15 W,Cezanne-U,Ryzen 7,DDR4,4267 MT/s,3200 MT/s,Dual-channel,No,"Gen 3, 8 Lanes",8,16,1,Radeon Vega 8,64 KB (per core),512 KB (per core),16 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,AMD Socket FP6,TSMC,7 nm,"10,700 million",180 mm²,FC-BGA1140,95°C,Mobile,Active,"Jan 6th, 2022",100-000000580,2000 MHz,up to 4.5 GHz,100 MHz,20.0x,No,15 W,Barcelo,Ryzen 7,DDR4,4267 MT/s,3200 MT/s,Dual-channel,Yes,"Gen 3, 16 Lanes",8,16,1,Radeon Vega 8,64 KB (per core),512 KB (per core),16 MB (shared),,,,25W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,AMD Socket FP7,TSMC,6 nm,,208 mm²,"FP7, FP7r2",95°C,Mobile,Active,Jan 2022,100-000000545,3.2 GHz,up to 4.7 GHz,100 MHz,32.0x,No,45 W,Rembrandt,Ryzen 7,DDR5,,4800 MT/s,Dual-channel,No,"Gen 4, 20 Lanes",8,16,1,Radeon 680M,64 KB (per core),512 KB (per core),16 MB (shared),6400 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,AMD Socket FP7,TSMC,6 nm,,208 mm²,"FP7, FP7r2",95°C,Mobile,Active,Jan 2022,100-000000545,3.2 GHz,up to 4.7 GHz,100 MHz,32.0x,No,35 W,Rembrandt,Ryzen 7,DDR5,,4800 MT/s,Dual-channel,No,"Gen 4, 20 Lanes",8,16,1,Radeon 680M,64 KB (per core),512 KB (per core),16 MB (shared),6400 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,AMD Socket FP7,TSMC,6 nm,,208 mm²,"FP7, FP7r2",95°C,Mobile,Active,Jan 2022,100-000000534,2.7 GHz,up to 4.7 GHz,100 MHz,27.0x,No,15 W,Rembrandt,Ryzen 7,DDR5,,4800 MT/s,Dual-channel,No,"Gen 4, 20 Lanes",8,16,1,Radeon 680M,64 KB (per core),512 KB (per core),16 MB (shared),6400 MT/s,,,28W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,AMD Socket FP6,TSMC,7 nm,"10,700 million",180 mm²,FC-BGA1140,95°C,Mobile,Active,"Apr 19th, 2022",100-000000581,2000 MHz,up to 4.5 GHz,100 MHz,20.0x,No,15 W,Cezanne-U,Ryzen 7,DDR4,4267 MT/s,3200 MT/s,Dual-channel,No,"Gen 3, 8 Lanes",8,16,1,Radeon Vega 8,64 KB (per core),512 KB (per core),16 MB (shared),,,,25W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,AMD Socket FP7,TSMC,6 nm,,208 mm²,"FP7, FP7r2",95°C,Mobile,Active,"Apr 19th, 2022",100-000000542,3.2 GHz,up to 4.7 GHz,100 MHz,32.0x,No,45 W,Rembrandt,Ryzen 7,DDR5,,4800 MT/s,Dual-channel,No,"Gen 4, 20 Lanes",8,16,1,Radeon 680M,64 KB (per core),512 KB (per core),16 MB (shared),6400 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,AMD Socket FP7,TSMC,6 nm,,208 mm²,"FP7, FP7r2",95°C,Mobile,Active,"Apr 19th, 2022",100-000000542,3.2 GHz,up to 4.7 GHz,100 MHz,32.0x,No,35 W,Rembrandt,Ryzen 7,DDR5,,4800 MT/s,Dual-channel,No,"Gen 4, 20 Lanes",8,16,1,Radeon 680M,64 KB (per core),512 KB (per core),16 MB (shared),6400 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,AMD Socket FP7,TSMC,6 nm,,208 mm²,"FP7, FP7r2",95°C,Mobile,Active,"Apr 19th, 2022",100-000000538,2.7 GHz,up to 4.7 GHz,100 MHz,27.0x,No,15 W,Rembrandt,Ryzen 7,DDR5,,4800 MT/s,Dual-channel,No,"Gen 4, 20 Lanes",8,16,1,Radeon 680M,64 KB (per core),512 KB (per core),16 MB (shared),6400 MT/s,,,28W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,AMD Socket FP7,TSMC,6 nm,,208 mm²,"FP7, FP7r2",95°C,Mobile,Active,Jan 2022,100-000000545,3.3 GHz,up to 4.9 GHz,100 MHz,33.0x,No,35 W,Rembrandt,Ryzen 9,DDR5,,4800 MT/s,Dual-channel,No,"Gen 4, 20 Lanes",8,16,1,Radeon 680M,64 KB (per core),512 KB (per core),16 MB (shared),6400 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,AMD Socket FP7,TSMC,6 nm,,208 mm²,"FP7, FP7r2",95°C,Mobile,Active,Jan 2022,100-000000544,3.3 GHz,up to 4.9 GHz,100 MHz,33.0x,Yes,45 W,Rembrandt,Ryzen 9,DDR5,,4800 MT/s,Dual-channel,No,"Gen 4, 20 Lanes",8,16,1,Radeon 680M,64 KB (per core),512 KB (per core),16 MB (shared),6400 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,AMD Socket FP7,TSMC,6 nm,,208 mm²,"FP7, FP7r2",95°C,Mobile,Active,Jan 2022,100-000000750,3.3 GHz,up to 5 GHz,100 MHz,33.0x,No,45 W,Rembrandt,Ryzen 9,DDR5,,4800 MT/s,Dual-channel,No,"Gen 4, 20 Lanes",8,16,1,Radeon 680M,64 KB (per core),512 KB (per core),16 MB (shared),6400 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,AMD Socket FP7,TSMC,6 nm,,208 mm²,"FP7, FP7r2",95°C,Mobile,Active,Jan 2022,100-000000750,3.3 GHz,up to 5 GHz,100 MHz,33.0x,Yes,45 W,Rembrandt,Ryzen 9,DDR5,,4800 MT/s,Dual-channel,No,"Gen 4, 20 Lanes",8,16,1,Radeon 680M,64 KB (per core),512 KB (per core),16 MB (shared),6400 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,AMD Socket FP7,TSMC,6 nm,,208 mm²,"FP7, FP7r2",95°C,Mobile,Active,"Apr 19th, 2022",100-000000541,3.3 GHz,up to 4.9 GHz,100 MHz,33.0x,No,45 W,Rembrandt,Ryzen 9,DDR5,,4800 MT/s,Dual-channel,No,"Gen 4, 20 Lanes",8,16,1,Radeon 680M,64 KB (per core),512 KB (per core),16 MB (shared),6400 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,AMD Socket FP7,TSMC,6 nm,,208 mm²,"FP7, FP7r2",95°C,Mobile,Active,"Apr 19th, 2022",100-000000541,3.3 GHz,up to 4.9 GHz,100 MHz,33.0x,No,35 W,Rembrandt,Ryzen 9,DDR5,,4800 MT/s,Dual-channel,No,"Gen 4, 20 Lanes",8,16,1,Radeon 680M,64 KB (per core),512 KB (per core),16 MB (shared),6400 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,AMD BGA ST1,TSMC,7 nm,"2,400 million",163 mm²,FC-BGA,105°C,Mobile,Active,"Feb 25th, 2022",100-000000405,2.4 GHz,up to 3.5 GHz,100 MHz,24.0x,No,15 W,Van Gogh,Ryzen Custom,DDR5,,,Dual-channel,No,"Gen 3, 8 Lanes",4,8,1,Radeon Navi II 8CU,64 KB (per core),512 KB (per core),4 MB (shared),5500 MT/s,,,4 W,,,,,,,,,,Valve Jupiter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Intel BGA 1781,Intel,10 nm,,,FC-BGA,100°C,Mobile,Active,"Feb 23rd, 2022",unknown,1000 MHz,N/A,100 MHz,10.0x,No,9 W,Alder Lake-U,Celeron,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 4, 14 Lanes",5,6,1,UHD Graphics 48EU,80 KB (per core),1.25 MB (per core),8 MB (shared),5200 MT/s,,700 MHz,,,P-Cores: 1,,,,,,96 KB (per core),2 MB (per module),,,,,,,,,,,,,,9 W,29 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,Active,"Feb 23rd, 2022",SRLFX,1100 MHz,N/A,100 MHz,11.0x,No,15 W,Alder Lake-U,Celeron,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 4, 20 Lanes",5,6,1,UHD Graphics 48EU,80 KB (per core),1.25 MB (per core),8 MB (shared),5200 MT/s,,900 MHz,,,P-Cores: 1,,,,,,96 KB (per core),2 MB (per module),,,3200 MT/s,,,,,,,,,,,15 W,55 W,4800 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Intel BGA 1781,Intel,10 nm,,,FC-BGA,100°C,Mobile,Active,"Feb 23rd, 2022",unknown,1000 MHz,up to 4.4 GHz,100 MHz,10.0x,No,9 W,Alder Lake-U,Core i3,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,Gen 4,6,8,1,UHD Graphics 64EU,80 KB (per core),1.25 MB (per core),10 MB (shared),5200 MT/s,,700 MHz,,,P-Cores: 2,,,,,,96 KB (per core),2 MB (per module),,,,,,,,,,,,,,9 W,29 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,Active,"Feb 23rd, 2022",SRLFU,1200 MHz,up to 4.4 GHz,100 MHz,12.0x,No,15 W,Alder Lake-U,Core i3,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 4, 20 Lanes",6,8,1,UHD Graphics 64EU,80 KB (per core),1.25 MB (per core),10 MB (shared),5200 MT/s,,900 MHz,,,P-Cores: 2,,,,,,96 KB (per core),2 MB (per module),,,3200 MT/s,,,,,,,,,,,15 W,55 W,4800 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,Active,"Feb 23rd, 2022",SRLFT,1200 MHz,up to 4.4 GHz,100 MHz,12.0x,No,15 W,Alder Lake-U,Core i3,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 4, 20 Lanes",6,8,1,UHD Graphics 64EU,80 KB (per core),1.25 MB (per core),10 MB (shared),5200 MT/s,,900 MHz,,,P-Cores: 2,,,,,,96 KB (per core),2 MB (per module),,,3200 MT/s,,,,,,,,,,,15 W,55 W,4800 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,Active,"Feb 23rd, 2022",SRLFY,1500 MHz,up to 4.4 GHz,100 MHz,15.0x,No,28 W,Alder Lake-P,Core i3,"DDR4, DDR5",,,Dual-channel,No,"Gen 4, 20 Lanes",10,12,1,UHD Graphics 64EU,80 KB (per core),1.25 MB (per core),12 MB (shared),,,1100 MHz,,,P-Cores: 2,,,,,,96 KB (per core),2 MB (per module),,,3200 MT/s,,,,,,,,,,,28 W,64 W,4800 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Intel BGA 1744,Intel,10 nm,,217 mm²,FC-BGA16F,100°C,Mobile,Active,Jan 2022,SRLE8,1900 MHz,up to 4.3 GHz,100 MHz,19.0x,No,45 W,Alder Lake-H,Core i3,"DDR4, DDR5",,,Dual-channel,No,"Gen 4, 20 Lanes",8,12,1,UHD Graphics,80 KB (per core),1.25 MB (per core),12 MB (shared),,,1500 MHz,,,P-Cores: 4,,,,,,96 KB (per core),2 MB (per module),,,3200 MT/s,,,,,,,,,,,45 W,115 W,4800 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Intel BGA 1781,Intel,10 nm,,,FC-BGA,100°C,Mobile,Active,"Feb 23rd, 2022",unknown,1000 MHz,up to 4.4 GHz,100 MHz,10.0x,No,9 W,Alder Lake-U,Core i5,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,Gen 4,10,12,1,Iris Xe 80EU,80 KB (per core),1.25 MB (per core),12 MB (shared),5200 MT/s,,700 MHz,,,P-Cores: 2,,,,,,96 KB (per core),2 MB (per module),,,,,,,,,,,,,,9 W,29 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,Active,"Feb 23rd, 2022",SRLFR,1300 MHz,up to 4.4 GHz,100 MHz,13.0x,No,15 W,Alder Lake-U,Core i5,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 4, 20 Lanes",10,12,1,Iris Xe 80EU,80 KB (per core),1.25 MB (per core),12 MB (shared),5200 MT/s,,900 MHz,,,P-Cores: 2,,,,,,96 KB (per core),2 MB (per module),,,3200 MT/s,,,,,,,,,,,15 W,55 W,4800 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,Active,"Feb 23rd, 2022",SRLFQ,1300 MHz,up to 4.4 GHz,100 MHz,13.0x,No,15 W,Alder Lake-U,Core i5,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 4, 20 Lanes",10,12,1,Iris Xe 80EU,80 KB (per core),1.25 MB (per core),12 MB (shared),5200 MT/s,,900 MHz,,,P-Cores: 2,,,,,,96 KB (per core),2 MB (per module),,,3200 MT/s,,,,,,,,,,,15 W,55 W,4800 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Intel BGA 1744,Intel,10 nm,,217 mm²,FC-BGA16F,100°C,Mobile,Active,"Feb 23rd, 2022",SRLD9,1700 MHz,up to 4.4 GHz,100 MHz,17.0x,No,28 W,Alder Lake-P,Core i5,"DDR4, DDR5",,,Dual-channel,No,"Gen 4, 20 Lanes",12,16,1,Iris Xe 80EU,80 KB (per core),1.25 MB (per core),12 MB (shared),,,1200 MHz,,,P-Cores: 4,,,,,,96 KB (per core),2 MB (per module),,,3200 MT/s,,,,,,,,,,,28 W,64 W,4800 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Intel BGA 1781,Intel,10 nm,,,FC-BGA,100°C,Mobile,Active,"Feb 23rd, 2022",unknown,1100 MHz,up to 4.4 GHz,100 MHz,11.0x,No,9 W,Alder Lake-U,Core i5,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,Gen 4,10,12,1,Iris Xe 80EU,80 KB (per core),1.25 MB (per core),12 MB (shared),5200 MT/s,,800 MHz,,,P-Cores: 2,,,,,,96 KB (per core),2 MB (per module),,,,,,,,,,,,,,9 W,29 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Intel BGA 1744,Intel,10 nm,,217 mm²,FC-BGA16F,100°C,Mobile,Active,Jan 2022,SRLCX,2000 MHz,up to 4.4 GHz,100 MHz,20.0x,No,45 W,Alder Lake-H,Core i5,"DDR4, DDR5",,,Dual-channel,No,"Gen 4, 20 Lanes",8,12,1,UHD Graphics,80 KB (per core),1.25 MB (per core),12 MB (shared),,,1500 MHz,,,P-Cores: 4,,,,,,96 KB (per core),2 MB (per module),,,3200 MT/s,,,,,,,,,,,45 W,95 W,4800 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Intel BGA 1964,Intel,10 nm,,215 mm²,FC-BGA16F,100°C,Mobile,Active,"May 10th, 2022",SRLGJ,2.4 GHz,up to 4.4 GHz,100 MHz,24.0x,Yes,55 W,Alder Lake-HX,Core i5,"DDR4, DDR5",,,Dual-channel,No,"Gen 5, 20 Lanes",8,12,1,UHD Graphics 710,80 KB (per core),1.25 MB (per core),12 MB (shared),,,1800 MHz,,,P-Cores: 4,,,,,,96 KB (per core),2 MB (per module),,$284,3200 MT/s,,,,,,,,,,,55 W,157 W,4800 MT/s,,,,,,,"HM670, WM690",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,Active,"Feb 23rd, 2022",SRLFS,1600 MHz,up to 4.4 GHz,100 MHz,16.0x,No,15 W,Alder Lake-U,Core i5,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 4, 20 Lanes",10,12,1,Iris Xe 80EU,80 KB (per core),1.25 MB (per core),12 MB (shared),5200 MT/s,,1200 MHz,,,P-Cores: 2,,,,,,96 KB (per core),2 MB (per module),,,3200 MT/s,,,,,,,,,,,15 W,55 W,4800 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Intel BGA 1744,Intel,10 nm,,217 mm²,FC-BGA16F,100°C,Mobile,Active,Jan 2022,SRLCY,2.5 GHz,up to 4.5 GHz,100 MHz,25.0x,No,45 W,Alder Lake-H,Core i5,"DDR4, DDR5",,,Dual-channel,No,"Gen 4, 20 Lanes",12,16,1,Iris Xe 80EU,80 KB (per core),1.25 MB (per core),18 MB (shared),,,1800 MHz,,,P-Cores: 4,,,,,,96 KB (per core),2 MB (per module),,,3200 MT/s,,,,,,,,,,,45 W,95 W,4800 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
