,Unnamed: 0,Socket,Foundry,Process Size: ,Transistors,Die Size,Package,tJMax,Market,Production Status,Release Date,Part#,Frequency,Turbo Clock,Base Clock,Multiplier,Multiplier Unlocked,TDP,Codename,Generation,Memory Support,LPDDR4x Speed,Rated Speed,Memory Bus,ECC Memory,PCI-Express,# of Cores,# of Threads,SMP # CPUs: ,Integrated Graphics,Cache L1,Cache L2,Cache L3,LPDDR5 Speed,P-Core Base,E-Core Frequency,Configurable TDP,LPDDR5x Speed,Hybrid Cores,I/O Process Size,I/O Die Size,XDNA NPU,PPT,3D V-Cache,E-Core L1,E-Core L2,Chipset,Launch Price,DDR4 Speed,SoC Tile Process,I/O Tile Process,Graphics Tile Process,LP E-Core Boost,AI Boost NPU,Maximum Power,Secondary PCIe,LP E-Cores,Tertiary PCIe,Minimum Power,PL1,PL2,DDR5 Speed,PCH PCIe,Min. Assured Freq.,Max. Assured Freq.,tCaseMax,P-Core Boost 3.0,PL2 Tau Limit,Chipsets,Retail Availability,Bundled Cooler,E-Core L3,Maximum Memory,AI Boost NPU 4,Max Power,Packaged Memory,Memory Capacity,Cache L0-D,TDP-up Frequency,All-Core Turbo,Configurable TDP-up,Boost 3.0,TDP-down Frequency,Configurable TDP-down,LPDDR4 Speed,Base Die Process,Base Die Transistors,Base Die Size,All Core Turbo,Bus Speed,TDP-Down Freq.,LPDDR3 Speed,TDP-Down Frequency,MSRP,TDP Range,eDRAM Process Size,eDRAM Die Size,Cache L4,TDP-Up Freq.,TDP-down,Radeon Graphics Die Size,Dedicated Graphics,DDR3L Speed,DMI Bus Speed,Voltage,Core Pipeline,Announcement,Name
278,278,Intel BGA 1598,Intel,10 nm,,,FC-BGA1598,100°C,Mobile,Active,"Sep 2nd, 2020",unknown,1100 MHz,up to 3.5 GHz,100 MHz,11.0x,No,15 W,Tiger Lake-U,Core i3,DDR4,,3733 MT/s,Dual-channel,No,"Gen 4, 16 Lanes",4,8,1,Iris Xe Graphics G4,96 KB (per core),1.25 MB (per core),8 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core i3-1120G4
279,279,Intel BGA 1449,Intel,10 nm,,,FC-BGA1449,100°C,Mobile,Active,"Sep 2nd, 2020",unknown,2000 MHz,up to 3.7 GHz,100 MHz,20.0x,No,28 W,Tiger Lake-U,Core i3,DDR4,,3733 MT/s,Dual-channel,No,"Gen 4, 16 Lanes",4,8,1,Iris Xe Graphics G4,96 KB (per core),1.25 MB (per core),8 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core i3-1125G4
280,280,,Intel,10 nm,"4,050 million",82 mm²,FC-CSP2H,100°C,Mobile,End-of-life,Jun 2020,"SRH4X,",800 MHz,up to 2.8 GHz,100 MHz,8.0x,No,7 W,Lakefield,Core i3,unknown,,4267 MT/s,Single-channel,No,"Gen 3, 6 Lanes",5,5,1,UHD Graphics 48EU,80 KB,512 KB,4 MB (shared),,,800 MHz,,,P-Cores: 1,,,,,,64 KB (per core),1.5 MB (shared),,$281,,,,,,,,,,,,,,,,,,,,,,,,,,,,LPDDR4x,"4 GB, 8 GB",,,,,,,,,22 nm,605 million,92 mm²,1300 MHz,4 GT/s,,,,,,,,,,,,,,,,,,Core i3-L13G4
281,281,Intel BGA 1440,Intel,14 nm,,,FC-BGA1440,100°C,Mobile,Active,"Sep 17th, 2020",SRK3X,2.4 GHz,up to 4.1 GHz,100 MHz,24.0x,No,45 W,Comet Lake-H,Core i5,"DDR3, DDR4",,2933 MT/s,Dual-channel,No,Gen 3,4,8,1,UHD Graphics,64 KB (per core),256 KB (per core),6 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core i5-10200H
282,282,Intel BGA 1440,Intel,14 nm,,,FC-BGA1440,100°C,Mobile,Active,"Sep 17th, 2020",SRH84,2.5 GHz,up to 4.5 GHz,100 MHz,25.0x,No,45 W,Comet Lake-H,Core i5,"DDR3, DDR4",,2933 MT/s,Dual-channel,No,Gen 3,4,8,1,UHD Graphics,64 KB (per core),256 KB (per core),6 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core i5-10300H
283,283,Intel BGA 1044,Intel,10 nm,,123 mm²,FC-BGA1044,100°C,Mobile,End-of-life,"Mar 18th, 2020",SRGM7,1100 MHz,up to 3.5 GHz,100 MHz,11.0x,No,10 W,Ice Lake-Y,Core i5,DDR4,,3200 MT/s,Dual-channel,No,Gen 3,4,8,1,Iris Plus (64EU),80 KB (per core),256 KB (per core),6 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3733 MT/s,,,,,,,,,,,,,,,,,,,,,,,Core i5-1030NG7
284,284,Intel BGA 1344,Intel,10 nm,,123 mm²,FC-BGA16F,100°C,Mobile,End-of-life,"May 4th, 2020",SRG0V,2000 MHz,up to 3.8 GHz,100 MHz,20.0x,No,28 W,Ice Lake-U,Core i5,DDR4,,3200 MT/s,Dual-channel,No,Gen 3,4,8,1,Iris Plus,80 KB (per core),256 KB (per core),6 MB (shared),,,,,,,,,,,,,,,$320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3733 MT/s,,,,,,,,,,,,,,,,,,,,,,,Core i5-1038NG7
285,285,Intel BGA 1440,Intel,14 nm,,,FC-BGA1440,100°C,Mobile,Active,"Apr 2nd, 2020",SRH8R,2.6 GHz,up to 4.6 GHz,100 MHz,26.0x,No,45 W,Comet Lake-H,Core i5,"DDR3, DDR4",,2933 MT/s,Dual-channel,No,Gen 3,4,8,1,UHD Graphics,64 KB (per core),256 KB (per core),6 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core i5-10400H
286,286,Intel BGA 1044,Intel,10 nm,,123 mm²,FC-BGA1044,100°C,Mobile,End-of-life,"Mar 18th, 2020",SRGM6,1200 MHz,up to 3.8 GHz,100 MHz,12.0x,No,10 W,Ice Lake-Y,Core i7,DDR4,,3200 MT/s,Dual-channel,No,Gen 3,4,8,1,Iris Plus (64EU),80 KB (per core),256 KB (per core),8 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3733 MT/s,,,,,,,,,,,,,,,,,,,,,,,Core i5-1060NG7
287,287,Intel BGA 1598,Intel,10 nm,,,FC-BGA1598,100°C,Mobile,Active,"Sep 2nd, 2020",unknown,1100 MHz,up to 4 GHz,100 MHz,11.0x,No,15 W,Tiger Lake-U,Core i5,DDR4,,4266 MT/s,Dual-channel,No,"Gen 4, 16 Lanes",4,8,1,Iris Xe Graphics G7 80EU,96 KB (per core),1.25 MB (per core),8 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core i5-1130G7
288,288,Intel BGA 1449,Intel,10 nm,,,FC-BGA1449,100°C,Mobile,Active,"Sep 2nd, 2020",SRK05,2.4 GHz,up to 4.2 GHz,100 MHz,24.0x,No,28 W,Tiger Lake-U,Core i5,DDR4,4267 MT/s,3200 MT/s,Dual-channel,No,"Gen 4, 16 Lanes",4,8,1,Iris Xe Graphics G7 80EU,96 KB (per core),1.25 MB (per core),8 MB (shared),,,,,,,,,,,,,,,$309,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core i5-1135G7
289,289,Intel BGA 1449,Intel,10 nm,,,FC-BGA1449,100°C,Mobile,Active,"Sep 2nd, 2020",unknown,2.6 GHz,up to 4.4 GHz,100 MHz,26.0x,No,28 W,Tiger Lake-U,Core i5,DDR4,,4266 MT/s,Dual-channel,No,"Gen 4, 16 Lanes",4,8,1,Iris Xe Graphics G7 80EU,96 KB (per core),1.25 MB (per core),8 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core i5-1145G7
290,290,,Intel,10 nm,"4,050 million",82 mm²,FC-CSP2H,100°C,Mobile,End-of-life,Jun 2020,"SRH4U,",1400 MHz,up to 3 GHz,100 MHz,14.0x,No,7 W,Lakefield,Core i5,unknown,,4267 MT/s,Single-channel,No,"Gen 3, 6 Lanes",5,5,1,UHD Graphics 64EU,80 KB,512 KB,4 MB (shared),,,1400 MHz,,,P-Cores: 1,,,,,,64 KB (per core),1.5 MB (shared),,$281,,,,,,,,,,,,,,,,,,,,,,,,,,,,LPDDR4x,"4 GB, 8 GB",,,,,,,,,22 nm,605 million,92 mm²,1800 MHz,4 GT/s,,,,,,,,,,,,,,,,,,Core i5-L16G7
291,291,Intel BGA 1440,Intel,14 nm,,,FC-BGA1440,100°C,Mobile,End-of-life,"Apr 2nd, 2020",unknown,1800 MHz,up to 4.9 GHz,100 MHz,18.0x,No,25 W,Comet Lake-U,Core i7,"DDR3, DDR4",,,Dual-channel,No,Gen 3,4,8,1,UHD Graphics,64 KB (per core),256 KB (per core),8 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core i7-10610U
292,292,Intel BGA 1440,Intel,14 nm,,,FC-BGA1440,100°C,Mobile,Active,"Apr 2nd, 2020",SRH8Q,2.6 GHz,up to 5 GHz,100 MHz,26.0x,No,45 W,Comet Lake-H,Core i7,DDR4,,2933 MT/s,Dual-channel,No,"Gen 3, 16 Lanes",6,12,1,UHD Graphics,64 KB (per core),256 KB (per core),12 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core i7-10750H
293,293,Intel BGA 1440,Intel,14 nm,,,FC-BGA1440,100°C,Mobile,End-of-life,"Apr 2nd, 2020",unknown,1100 MHz,up to 4.9 GHz,100 MHz,11.0x,No,25 W,Comet Lake-U,Core i7,"DDR3, DDR4",,,Dual-channel,No,Gen 3,6,12,1,UHD Graphics,64 KB (per core),256 KB (per core),12 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core i7-10810U
294,294,Intel BGA 1440,Intel,14 nm,,,FC-BGA1440,100°C,Mobile,Active,"Apr 2nd, 2020",SRH8P,2.7 GHz,up to 5.1 GHz,100 MHz,27.0x,No,45 W,Comet Lake-H,Core i7,DDR4,,2933 MT/s,Dual-channel,No,"Gen 3, 16 Lanes",6,12,1,UHD Graphics,64 KB (per core),256 KB (per core),12 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core i7-10850H
295,295,Intel BGA 1440,Intel,14 nm,,,FC-BGA1440,100°C,Mobile,Active,"Sep 17th, 2020",SRK3Y,2.2 GHz,up to 5 GHz,100 MHz,22.0x,No,45 W,Comet Lake-H,Core i7,DDR4,,2933 MT/s,,No,"Gen 3, 16 Lanes",8,16,1,UHD Graphics,64 KB (per core),256 KB (per core),16 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core i7-10870H
296,296,Intel BGA 1440,Intel,14 nm,,177.5 mm²,FC-BGA1440,100°C,Mobile,Active,"Apr 2nd, 2020",SRJ8F,2.3 GHz,up to 5.1 GHz,100 MHz,23.0x,No,45 W,Comet Lake-H,Core i7,DDR4,,2933 MT/s,Dual-channel,No,"Gen 3, 16 Lanes",8,16,1,UHD Graphics,64 KB (per core),256 KB (per core),16 MB (shared),,,,35-62 W,,,,,,,,,,,$450,,,,,,,,,,,,45 W,80 W,,,,,,,,"HM470, QM480, WM490",,,,,,,,,,,4.3 GHz,,4.9 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,Core i7-10875H
297,297,Intel BGA 1598,Intel,10 nm,,,FC-BGA1598,100°C,Mobile,Active,"Sep 2nd, 2020",unknown,1200 MHz,up to 4.4 GHz,100 MHz,12.0x,No,15 W,Tiger Lake-U,Core i7,DDR4,,4266 MT/s,Dual-channel,No,"Gen 4, 16 Lanes",4,8,1,Iris Xe Graphics G7 96EU,96 KB (per core),1.25 MB (per core),12 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core i7-1160G7
298,298,Intel BGA 1449,Intel,10 nm,,,FC-BGA1449,100°C,Mobile,Active,"Sep 2nd, 2020",unknown,2.8 GHz,up to 4.7 GHz,100 MHz,28.0x,No,28 W,Tiger Lake-U,Core i7,DDR4,,4266 MT/s,Dual-channel,No,"Gen 4, 16 Lanes",4,8,1,Iris Xe Graphics G7 96EU,96 KB (per core),1.25 MB (per core),12 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core i7-1165G7
299,299,Intel BGA 1449,Intel,10 nm,,,FC-BGA1449,100°C,Mobile,Active,"Sep 2nd, 2020",unknown,3 GHz,up to 4.8 GHz,100 MHz,30.0x,No,28 W,Tiger Lake-U,Core i7,DDR4,,4266 MT/s,Dual-channel,No,"Gen 4, 16 Lanes",4,8,1,Iris Xe Graphics G7 96EU,96 KB (per core),1.25 MB (per core),12 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core i7-1185G7
300,300,Intel BGA 1440,Intel,14 nm,,206 mm²,FC-BGA14F,100°C,Mobile,End-of-life,"Apr 2nd, 2020",SRJ8J,2.4 GHz,up to 5.3 GHz,100 MHz,24.0x,No,45 W,Comet Lake-H,Core i9,DDR4,,2933 MT/s,Dual-channel,No,"Gen 3, 16 Lanes",8,16,1,UHD Graphics 630,64 KB (per core),256 KB (per core),16 MB (shared),,,,,,,,,,,,,,QM480,$556,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,up to 5.1 GHz,,35 W,,,,,,,,,,,,,,,,,,,,,,,,Core i9-10885H
301,301,Intel BGA 1440,Intel,14 nm,,,FC-BGA1440,,Mobile,End-of-life,"Apr 2nd, 2020",SRH8T,2.4 GHz,up to 5.3 GHz,100 MHz,24.0x,Yes,45 W,Comet Lake-H,Core i9,DDR4,,2933 MT/s,,No,"Gen 3, 16 Lanes",8,16,1,UHD Graphics,64 KB (per core),256 KB (per core),16 MB (shared),,,,,,,,,,,,,,,$643,,,,,,,,,,,,,,,,,,72°C,,,"WM490, HM470, QM480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core i9-10980HK
302,302,Intel BGA 1526,Intel,10 nm,,123 mm²,FC-BGA1526,100°C,Mobile,End-of-life,"Oct 1st, 2020",SRK0U,1100 MHz,up to 3 GHz,100 MHz,11.0x,No,15 W,Ice Lake-Y,Pentium,DDR4,,3200 MT/s,Dual-channel,No,Gen 3,2,4,1,UHD Graphics (32EU),80 KB (per core),256 KB (per core),4 MB (shared),,,,,,,,,,,,,,,$161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3733 MT/s,,,,,,,,,,,,,,,,,,,,,,,Pentium 6805
303,303,Intel Socket 1200,Intel,10 nm,,206 mm²,FC-LGA14A,100°C,Mobile,Active,"May 13th, 2020",SRKT7,3.7 GHz,up to 5.3 GHz,100 MHz,37.0x,No,125 W,Comet Lake,Xeon,DDR4,,2933 MT/s,Dual-channel,Yes,"Gen 3, 16 Lanes",10,20,1,UHD Graphics P630,64 KB (per core),256 KB (per core),20 MB (shared),,,,,,,,,,,,,,,$539,,,,,,,,,,,,,,,,,,70°C,,,"W480, W480E",,,,,,,,,,,up to 4.8 GHz,,5.2 GHz,3.3 GHz,95 W,,,,,,,,,,,,,,,,,,,,,,,,Xeon W-1290P
304,304,AMD Socket FT4,GlobalFoundries,28 nm,"1,200 million",125 mm²,BGA,90°C,Mobile,End-of-life,"Jan 7th, 2019",AM912CANN23AC,1600 MHz,up to 2.4 GHz,100 MHz,16.0x,No,6 W,Stoney Ridge,A4,DDR4,,1866 MT/s,Single-channel,No,"Gen 3, 8 Lanes",2,2,1,Radeon R4E 3CU,160 KB,1 MB (shared),,,,,10 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4-9120C SoC
305,305,AMD Socket FT4,GlobalFoundries,28 nm,"1,200 million",125 mm²,BGA,90°C,Mobile,End-of-life,"Jan 7th, 2019",AM912EANN23AC,1500 MHz,up to 2.2 GHz,100 MHz,15.0x,No,6 W,Stoney Ridge,A4,DDR4,,1866 MT/s,Single-channel,No,"Gen 3, 8 Lanes",2,2,1,Radeon R3 2CU,160 KB,1 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4-9120e SoC
306,306,AMD Socket FT4,GlobalFoundries,28 nm,"1,200 million",124 mm²,BGA,90°C,Mobile,End-of-life,"Jan 7th, 2019",AM922CANN23AC,1800 MHz,up to 2.7 GHz,100 MHz,18.0x,No,6 W,Stoney Ridge,A6,DDR4,,1866 MT/s,Single-channel,No,"Gen 3, 8 Lanes",2,2,1,Radeon R5 3CU,160 KB,1 MB (shared),,,,,10 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A6-9220C SoC
307,307,AMD Socket FT4,GlobalFoundries,28 nm,"1,200 million",125 mm²,BGA,90°C,Mobile,End-of-life,"Jan 7th, 2019",AM922CANN23AC,1600 MHz,up to 2.4 GHz,100 MHz,16.0x,No,6 W,Stoney Ridge,A6,DDR4,,2133 MT/s,Single-channel,No,"Gen 3, 8 Lanes",2,2,1,Radeon R4 3CU,160 KB,1 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A6-9220e SoC
308,308,AMD Socket FP5,GlobalFoundries,14 nm,,,,,Mobile,Active,"Jan 6th, 2019",unknown,2.4 GHz,up to 3.3 GHz,100 MHz,24.0x,No,15 W,Raven Ridge 2,Athlon,DDR4,,,Dual-channel,No,,2,4,1,Radeon Vega 3,128 KB (per core),512 KB (per core),4 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athlon 300U
309,309,AMD Socket FP5,GlobalFoundries,14 nm,,,,,Mobile,Active,"Apr 8th, 2019",unknown,2.4 GHz,up to 3.3 GHz,100 MHz,24.0x,No,15 W,Raven Ridge 2,Athlon,DDR4,,,Dual-channel,No,,2,4,1,Radeon Vega 3,128 KB (per core),512 KB (per core),4 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athlon PRO 300U
310,310,AMD Socket FP5,GlobalFoundries,14 nm,"4,940 million",210 mm²,FP5,105°C,Mobile,Active,"Jan 6th, 2019",YM3200C4T2OFG,2.6 GHz,up to 3.5 GHz,100 MHz,26.0x,No,15 W,Raven Ridge,Ryzen 3,DDR4,,2400 MT/s,Dual-channel,No,Gen 3,2,4,1,Radeon Vega 3,96 KB (per core),512 KB (per core),4 MB (shared),,,,25 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 3 3200U
311,311,AMD Socket FP5,GlobalFoundries,12 nm,"4,940 million",210 mm²,FP5,95°C,Mobile,Active,"Jan 6th, 2019",YM3300C4T4MFG,2.1 GHz,up to 3.5 GHz,100 MHz,21.0x,No,15 W,Picasso,Ryzen 3,DDR4,,,Dual-channel,No,Gen 3,4,4,1,Radeon Vega 6,96 KB (per core),512 KB (per core),4 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 3 3300U
312,312,AMD Socket FP5,GlobalFoundries,14 nm,,246 mm²,,,Mobile,Active,"Jan 8th, 2019",unknown,2000 MHz,up to 3.4 GHz,100 MHz,20.0x,No,15 W,Raven Ridge,Ryzen 3,DDR4,,,Dual-channel,No,,4,4,1,Radeon Vega 6,128 KB (per core),512 KB (per core),4 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 3 PRO 2300U
313,313,AMD Socket FP5,GlobalFoundries,12 nm,"4,940 million",210 mm²,FP5,,Mobile,Active,"Apr 8th, 2019",YM330BC4T4MFG,2.1 GHz,up to 3.5 GHz,100 MHz,21.0x,No,15 W,Picasso,Ryzen 3,DDR4,,,Dual-channel,No,Gen 3,4,4,1,Radeon Vega 6,96 KB (per core),512 KB (per core),4 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 3 PRO 3300U
314,314,AMD Socket FP5,GlobalFoundries,12 nm,"4,940 million",210 mm²,FP5,105°C,Mobile,Active,"Jan 6th, 2019",YM3500C4T4MFG,2.1 GHz,up to 3.7 GHz,100 MHz,21.0x,No,15 W,Picasso,Ryzen 5,DDR4,,,Dual-channel,No,Gen 3,4,8,1,Radeon Vega 8,96 KB (per core),512 KB (per core),4 MB (shared),,,,12-35 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 5 3500U
315,315,AMD Socket FP5,GlobalFoundries,12 nm,"4,940 million",210 mm²,FP5,105°C,Mobile,Active,"Jan 6th, 2019",YM3500C4T4MFG,2.1 GHz,up to 3.7 GHz,100 MHz,21.0x,No,35 W,Picasso,Ryzen 5,DDR4,,,Dual-channel,No,Gen 3,4,8,1,Radeon Vega 8,96 KB (per core),512 KB (per core),4 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 5 3550H
316,316,AMD Socket FP5,GlobalFoundries,12 nm,"4,940 million",210 mm²,FP5,,Mobile,Active,"Oct 22nd, 2019",unknown,2.1 GHz,up to 3.7 GHz,100 MHz,21.0x,No,15 W,Picasso,Ryzen 5,DDR4,,2400 MT/s,Dual-channel,No,Gen 3,4,8,1,Radeon Vega 9,96 KB (per core),512 KB (per core),4 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 5 3580U
317,317,AMD Socket FP5,GlobalFoundries,14 nm,,246 mm²,,,Mobile,Active,"Jan 8th, 2019",unknown,2000 MHz,up to 3.6 GHz,100 MHz,20.0x,No,15 W,Raven Ridge,Ryzen 5,DDR4,,,Dual-channel,No,,4,8,1,Radeon Vega 8,128 KB (per core),512 KB (per core),4 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 5 PRO 2500U
318,318,AMD Socket FP5,GlobalFoundries,12 nm,"4,940 million",210 mm²,FP5,95°C,Mobile,Active,"Apr 8th, 2019",YM350BC4T4MFG,2.1 GHz,up to 3.7 GHz,100 MHz,21.0x,No,15 W,Picasso,Ryzen 5,DDR4,,2400 MT/s,Dual-channel,No,Gen 3,4,8,1,Radeon Vega 8,96 KB (per core),512 KB (per core),4 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 5 PRO 3500U
319,319,AMD Socket FP5,GlobalFoundries,12 nm,"4,940 million",210 mm²,FP5,95°C,Mobile,Active,"Jan 6th, 2019",YM370BC4T4MFG,2.3 GHz,up to 4 GHz,100 MHz,23.0x,No,15 W,Picasso,Ryzen 7,DDR4,,,Dual-channel,No,Gen 3,4,8,1,Radeon Vega 10,96 KB (per core),512 KB (per core),4 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 7 3700U
320,320,AMD Socket FP5,GlobalFoundries,12 nm,"4,940 million",210 mm²,FP5,,Mobile,Active,"Jan 6th, 2019",YM3700C4T4MFG,2.3 GHz,up to 4 GHz,100 MHz,23.0x,No,35 W,Picasso,Ryzen 7,DDR4,,,Dual-channel,No,Gen 3,4,8,1,Radeon Vega 10,96 KB (per core),512 KB (per core),4 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 7 3750H
321,321,AMD Socket FP5,GlobalFoundries,12 nm,"4,940 million",210 mm²,FP5,,Mobile,Active,"Oct 22nd, 2019",unknown,2.3 GHz,up to 4 GHz,100 MHz,23.0x,No,15 W,Picasso,Ryzen 7,DDR4,,2400 MT/s,Dual-channel,No,Gen 3,4,8,1,Radeon Vega 11,96 KB (per core),512 KB (per core),4 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 7 3780U
322,322,AMD Socket FP5,GlobalFoundries,12 nm,"4,940 million",210 mm²,FP5,95°C,Mobile,Active,"Apr 8th, 2019",YM370BC4T4MFG,2.3 GHz,up to 4 GHz,100 MHz,23.0x,No,15 W,Picasso,Ryzen 7,DDR4,,,Dual-channel,No,Gen 3,4,8,1,Radeon Vega 10,96 KB (per core),512 KB (per core),4 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 7 PRO 3700U
323,323,Intel BGA 1528,Intel,10 nm,,,FC-BGA14F,100°C,Mobile,End-of-life,"Jan 23rd, 2019",SRFG2,1800 MHz,,100 MHz,18.0x,No,15 W,Whiskey Lake-U,Celeron,DDR4,,2133 MT/s,Dual-channel,No,"Gen 3, 12 Lanes",2,2,1,UHD Graphics 620,64 KB (per core),256 KB (per core),2 MB (shared),,,,12.5 W,,,,,,,,,,,$107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800 MHz,1866 MT/s,,,,,,,,,,,,,,,,Celeron 4205U
